Trial_Number,Primary_Voltage_V,Primary_Current_A,Primary_Power_kW,Primary_Power_Factor,Secondary_Voltage_V,Secondary_Current_A,Secondary_Power_kW,Secondary_Power_Factor,Temperature_C,Humidity_percent,Efficiency_percent,Load_Category,Temp_Zone
1029,227.67,2.6,0.45,0.761,19.11,86.78,1.18,0.71,169.8,81.2,80.0,Light (<50%),Critical (150-180°C)
1030,228.5,50.09,8.24,0.72,19.57,80.31,1.32,0.842,39.6,34.3,82.29625901568284,Heavy (>70%),Normal (<120°C)
1031,226.03,37.92,7.59,0.885,19.0,21.63,0.35,0.863,170.8,88.9,83.93336193238106,Medium (50-70%),Critical (150-180°C)
1032,225.22,7.79,1.31,0.749,19.4,79.38,1.21,0.785,125.7,80.5,80.0,Light (<50%),High (120-150°C)
1033,226.36,37.97,6.73,0.783,19.25,25.03,0.42,0.88,168.3,54.2,82.63800529913142,Medium (50-70%),Critical (150-180°C)
1034,227.25,36.46,6.17,0.745,19.38,10.38,0.18,0.88,111.5,32.8,88.51271680224738,Medium (50-70%),Normal (<120°C)
1035,229.65,21.9,4.06,0.807,19.17,51.31,0.71,0.722,47.7,77.6,81.61390164466474,Light (<50%),Normal (<120°C)
1036,225.64,54.76,9.81,0.794,19.07,20.58,0.34,0.867,58.9,73.4,83.60432568442106,Heavy (>70%),Normal (<120°C)
1037,225.71,32.84,5.25,0.708,19.56,69.01,1.0,0.738,63.4,42.3,86.67124319607322,Medium (50-70%),Normal (<120°C)
1038,229.61,19.26,3.27,0.74,19.39,35.22,0.5,0.731,77.5,24.5,80.0,Light (<50%),Normal (<120°C)
1039,229.36,3.82,0.66,0.749,19.32,50.12,0.71,0.729,193.8,24.0,80.0,Light (<50%),Emergency (>180°C)
1040,225.85,51.3,8.97,0.774,19.09,9.34,0.13,0.747,92.9,59.4,83.18355422144033,Heavy (>70%),Normal (<120°C)
1041,228.14,31.0,5.06,0.715,19.39,81.97,1.41,0.887,138.5,39.8,83.54864351802831,Medium (50-70%),High (120-150°C)
1042,228.06,18.98,3.89,0.898,19.27,82.75,1.17,0.731,119.8,45.2,80.0,Light (<50%),Normal (<120°C)
1043,230.0,48.51,8.64,0.774,19.01,72.49,1.0,0.729,106.6,69.7,82.51040604412182,Heavy (>70%),Normal (<120°C)
1044,226.76,51.8,9.21,0.784,19.25,66.01,1.0,0.789,94.2,45.4,80.93774524106101,Heavy (>70%),Normal (<120°C)
1045,226.08,10.5,1.75,0.739,19.52,59.34,0.95,0.824,182.8,58.4,80.0,Light (<50%),Emergency (>180°C)
1046,225.71,5.98,1.12,0.83,19.18,74.96,1.23,0.855,134.9,23.6,80.0,Light (<50%),High (120-150°C)
1047,227.59,9.92,1.78,0.789,19.42,34.74,0.56,0.833,74.3,72.2,80.0,Light (<50%),Normal (<120°C)
1048,225.99,22.62,4.06,0.794,19.52,11.75,0.2,0.886,81.7,85.3,80.23856822528833,Light (<50%),Normal (<120°C)
1049,228.93,4.72,0.76,0.702,19.52,4.75,0.08,0.871,81.2,83.1,80.0,Light (<50%),Normal (<120°C)
1050,226.81,50.01,9.27,0.817,19.5,42.76,0.7,0.841,77.1,27.1,83.4155576088676,Heavy (>70%),Normal (<120°C)
1051,227.66,34.01,5.67,0.732,19.33,42.26,0.73,0.897,146.4,83.3,82.20471166559463,Medium (50-70%),High (120-150°C)
1052,228.78,7.46,1.32,0.776,19.23,15.34,0.21,0.704,146.0,77.3,80.0,Light (<50%),High (120-150°C)
1053,229.85,52.06,9.73,0.813,19.53,88.9,1.52,0.877,38.9,29.4,83.198690406718,Heavy (>70%),Normal (<120°C)
1054,228.95,36.79,7.51,0.892,19.19,64.03,1.09,0.89,41.4,62.2,89.04321598332454,Medium (50-70%),Normal (<120°C)
1055,225.85,46.82,7.8,0.738,19.17,46.84,0.79,0.883,111.7,83.4,80.0,Heavy (>70%),Normal (<120°C)
1056,227.16,2.23,0.43,0.85,19.46,41.23,0.57,0.716,122.4,29.1,80.0,Light (<50%),High (120-150°C)
1057,226.9,49.75,8.76,0.776,19.02,60.47,0.96,0.839,85.1,76.2,83.90638606277868,Heavy (>70%),Normal (<120°C)
1058,229.71,39.55,7.36,0.81,19.29,24.0,0.41,0.883,185.9,25.9,80.0,Heavy (>70%),Emergency (>180°C)
1059,229.05,44.34,7.32,0.721,19.04,33.6,0.47,0.731,165.7,74.5,80.0,Heavy (>70%),Critical (150-180°C)
1060,229.35,33.96,5.69,0.731,19.38,78.42,1.2,0.792,178.1,75.0,80.0,Medium (50-70%),Critical (150-180°C)
1061,228.73,4.46,0.73,0.718,19.57,0.35,0.01,0.858,67.3,23.5,80.0,Light (<50%),Normal (<120°C)
1062,225.99,54.34,10.08,0.821,19.11,25.93,0.41,0.835,176.6,24.3,80.0,Heavy (>70%),Critical (150-180°C)
1063,225.72,29.81,6.02,0.895,19.42,63.26,0.88,0.715,59.4,42.5,86.81692460931956,Medium (50-70%),Normal (<120°C)
1064,228.01,27.87,4.81,0.757,19.26,74.2,1.21,0.847,118.8,65.8,85.1639600123827,Medium (50-70%),Normal (<120°C)
1065,225.31,18.93,3.61,0.847,19.37,73.59,1.02,0.716,159.2,70.1,80.0,Light (<50%),Critical (150-180°C)
1066,229.58,19.88,3.82,0.836,19.41,5.93,0.09,0.752,172.3,51.6,80.0,Light (<50%),Critical (150-180°C)
1067,226.57,54.95,9.19,0.738,19.35,3.84,0.06,0.771,107.4,52.3,85.23087157402968,Heavy (>70%),Normal (<120°C)
1068,229.5,24.87,4.16,0.728,19.45,37.76,0.52,0.705,51.1,42.2,80.16185049461681,Light (<50%),Normal (<120°C)
1069,228.96,36.4,6.13,0.735,19.36,16.55,0.23,0.719,94.7,30.5,85.15056639320652,Medium (50-70%),Normal (<120°C)
1070,229.78,30.21,5.18,0.746,19.29,65.14,0.99,0.787,190.9,31.2,80.0,Medium (50-70%),Emergency (>180°C)
1071,226.62,26.22,4.5,0.758,19.14,84.9,1.4,0.861,99.0,20.9,80.0,Light (<50%),Normal (<120°C)
1072,227.14,6.7,1.1,0.726,19.17,65.23,1.08,0.861,176.5,45.9,80.0,Light (<50%),Critical (150-180°C)
1073,226.05,17.94,3.03,0.747,19.52,28.13,0.48,0.883,195.2,75.1,80.0,Light (<50%),Emergency (>180°C)
1074,225.64,17.7,3.3,0.827,19.58,20.6,0.33,0.819,68.0,77.4,80.0,Light (<50%),Normal (<120°C)
1075,225.48,41.26,7.68,0.825,19.05,44.18,0.69,0.821,181.1,87.1,80.0,Heavy (>70%),Emergency (>180°C)
1076,226.38,7.87,1.55,0.87,19.04,22.19,0.35,0.827,83.6,77.7,80.0,Light (<50%),Normal (<120°C)
1077,229.93,33.26,6.17,0.807,19.49,58.13,1.01,0.892,130.4,28.4,85.27654549593022,Medium (50-70%),High (120-150°C)
1078,226.41,43.49,7.73,0.785,19.49,0.98,0.01,0.752,51.9,21.8,88.21481844251893,Heavy (>70%),Normal (<120°C)
1079,229.55,8.12,1.54,0.825,19.33,53.45,0.88,0.852,45.6,39.1,80.0,Light (<50%),Normal (<120°C)
1080,225.64,52.59,8.6,0.725,19.52,49.73,0.75,0.774,81.5,70.4,82.2766130943149,Heavy (>70%),Normal (<120°C)
1081,226.63,45.98,7.37,0.707,19.17,50.91,0.79,0.814,179.8,23.9,80.0,Heavy (>70%),Critical (150-180°C)
1082,225.76,28.75,5.76,0.888,19.14,67.92,1.16,0.894,85.5,48.9,86.97403803057267,Medium (50-70%),Normal (<120°C)
1083,228.21,21.78,3.63,0.731,19.49,73.29,1.13,0.79,46.9,83.8,80.0,Light (<50%),Normal (<120°C)
1084,225.26,46.36,7.78,0.745,19.03,19.71,0.28,0.747,53.4,80.9,86.5707890083449,Heavy (>70%),Normal (<120°C)
1085,225.1,42.1,7.56,0.798,19.4,62.74,0.99,0.81,33.9,61.3,86.33547263355466,Heavy (>70%),Normal (<120°C)
1086,227.91,20.25,4.06,0.88,19.1,19.15,0.3,0.807,185.3,72.1,80.0,Light (<50%),Emergency (>180°C)
1087,226.01,33.42,5.79,0.767,19.2,23.43,0.33,0.724,76.4,22.0,84.99707246164806,Medium (50-70%),Normal (<120°C)
1088,225.92,2.29,0.45,0.861,19.45,78.68,1.13,0.74,125.6,72.3,80.45358087800527,Light (<50%),High (120-150°C)
1089,226.8,2.99,0.56,0.825,19.34,79.59,1.15,0.75,115.4,41.7,80.0,Light (<50%),Normal (<120°C)
1090,228.6,39.6,7.17,0.792,19.23,67.85,1.15,0.884,110.1,61.8,88.78302237577074,Heavy (>70%),Normal (<120°C)
1091,225.54,0.01,0.0,0.706,19.03,1.01,0.01,0.755,27.0,51.2,0.0,Light (<50%),Normal (<120°C)
1092,228.64,52.87,8.69,0.719,19.22,58.12,1.0,0.894,155.3,46.1,80.0,Heavy (>70%),Critical (150-180°C)
1093,225.6,7.8,1.39,0.791,19.56,88.5,1.53,0.883,47.8,64.6,84.27612952790793,Light (<50%),Normal (<120°C)
1094,225.87,6.19,1.18,0.845,19.27,79.78,1.29,0.839,74.3,21.6,80.0,Light (<50%),Normal (<120°C)
1095,226.99,20.76,3.33,0.707,19.26,41.91,0.59,0.735,29.3,82.8,80.00970523420501,Light (<50%),Normal (<120°C)
1096,228.59,11.15,1.92,0.753,19.4,86.69,1.24,0.738,146.3,76.7,80.0,Light (<50%),High (120-150°C)
1097,227.79,38.66,7.56,0.858,19.43,66.83,0.98,0.757,42.3,45.7,90.39546268011493,Heavy (>70%),Normal (<120°C)
1098,228.63,29.74,5.19,0.764,19.38,36.63,0.58,0.816,91.4,88.8,85.31828724357138,Medium (50-70%),Normal (<120°C)
1099,228.38,22.43,4.57,0.892,19.05,22.79,0.32,0.728,187.0,65.2,80.0,Light (<50%),Emergency (>180°C)
1100,226.72,50.51,10.27,0.897,19.09,30.75,0.49,0.827,155.8,79.6,80.33405651271079,Heavy (>70%),Critical (150-180°C)
1101,226.98,45.29,9.01,0.876,19.59,48.96,0.77,0.804,126.6,37.8,88.16203206933483,Heavy (>70%),High (120-150°C)
1102,228.94,26.9,4.71,0.765,19.5,33.6,0.58,0.887,117.5,77.4,80.0,Light (<50%),Normal (<120°C)
1103,225.53,35.23,6.28,0.791,19.5,80.57,1.16,0.738,27.1,75.6,81.82662002120027,Medium (50-70%),Normal (<120°C)
1104,229.75,13.3,2.39,0.781,19.5,48.78,0.68,0.719,167.9,21.6,80.0,Light (<50%),Critical (150-180°C)
1105,225.36,13.94,2.8,0.89,19.25,32.18,0.48,0.781,147.7,41.0,80.0,Light (<50%),High (120-150°C)
1106,227.39,33.81,5.44,0.708,19.29,2.84,0.04,0.764,32.4,69.0,84.12402045360285,Medium (50-70%),Normal (<120°C)
1107,228.44,34.11,6.0,0.77,19.58,44.13,0.61,0.705,33.7,54.1,84.81889404875164,Medium (50-70%),Normal (<120°C)
1108,228.62,39.36,7.95,0.884,19.27,67.41,0.97,0.748,197.2,22.4,80.0,Heavy (>70%),Emergency (>180°C)
1109,227.05,0.57,0.09,0.726,19.52,70.28,1.22,0.887,103.9,55.1,80.27494141911707,Light (<50%),Normal (<120°C)
1110,228.27,2.68,0.5,0.817,19.42,44.2,0.76,0.88,77.8,31.4,80.0,Light (<50%),Normal (<120°C)
1111,229.19,10.95,2.0,0.797,19.0,69.82,1.14,0.861,183.6,74.1,80.0,Light (<50%),Emergency (>180°C)
1112,229.23,12.58,2.28,0.789,19.42,82.05,1.15,0.72,51.1,71.8,80.72002693074207,Light (<50%),Normal (<120°C)
1113,228.49,1.13,0.21,0.805,19.42,57.13,0.8,0.721,108.9,39.5,80.0,Light (<50%),Normal (<120°C)
1114,229.74,19.67,3.52,0.78,19.55,81.6,1.4,0.875,47.9,31.3,81.36956132410285,Light (<50%),Normal (<120°C)
1115,226.87,14.47,2.34,0.713,19.47,16.7,0.25,0.783,123.8,36.3,80.0,Light (<50%),High (120-150°C)
1116,225.3,43.34,7.06,0.723,19.4,52.7,0.72,0.702,179.3,29.6,82.80600103521428,Heavy (>70%),Critical (150-180°C)
1117,227.37,26.33,4.31,0.72,19.23,57.01,0.89,0.808,166.1,30.2,80.0,Light (<50%),Critical (150-180°C)
1118,227.57,54.3,10.05,0.813,19.15,67.81,1.13,0.868,89.6,35.8,82.29200617970126,Heavy (>70%),Normal (<120°C)
1119,228.9,1.52,0.29,0.834,19.56,35.17,0.56,0.821,177.0,72.4,80.0,Light (<50%),Critical (150-180°C)
1120,228.23,41.55,6.93,0.731,19.36,25.89,0.43,0.855,101.9,22.2,84.7966913610604,Heavy (>70%),Normal (<120°C)
1121,228.21,20.32,3.61,0.779,19.28,72.61,1.24,0.883,79.5,57.5,80.0,Light (<50%),Normal (<120°C)
1122,226.93,47.91,9.11,0.838,19.42,83.11,1.33,0.821,141.4,60.2,80.0,Heavy (>70%),High (120-150°C)
1123,227.58,34.73,5.93,0.75,19.16,24.41,0.35,0.758,115.8,41.9,86.54553964672255,Medium (50-70%),Normal (<120°C)
1124,226.53,45.42,8.27,0.804,19.25,23.75,0.36,0.785,141.0,73.8,84.77504589773639,Heavy (>70%),High (120-150°C)
1125,228.44,19.88,3.67,0.809,19.19,71.82,1.12,0.816,57.0,70.7,81.7598350779737,Light (<50%),Normal (<120°C)
1126,229.15,10.07,1.91,0.829,19.3,22.11,0.34,0.797,73.8,59.8,80.0,Light (<50%),Normal (<120°C)
1127,229.83,44.72,9.22,0.897,19.0,17.0,0.29,0.887,187.5,51.8,80.0,Heavy (>70%),Emergency (>180°C)
1128,226.0,2.8,0.5,0.786,19.59,53.57,0.83,0.795,93.9,28.4,80.0,Light (<50%),Normal (<120°C)
1129,229.24,15.25,2.83,0.81,19.16,70.55,1.2,0.885,145.8,34.3,80.0,Light (<50%),High (120-150°C)
1130,228.12,15.24,2.73,0.786,19.14,55.65,0.87,0.814,73.1,58.7,80.14015338277112,Light (<50%),Normal (<120°C)
1131,226.1,44.31,8.67,0.865,19.12,55.47,0.94,0.891,42.8,71.8,88.37705097540154,Heavy (>70%),Normal (<120°C)
1132,229.23,12.15,2.21,0.792,19.1,15.62,0.22,0.744,45.6,36.7,80.0,Light (<50%),Normal (<120°C)
1133,226.07,5.52,0.89,0.716,19.43,39.83,0.66,0.848,93.5,63.1,80.0,Light (<50%),Normal (<120°C)
1134,227.46,43.43,7.95,0.805,19.19,44.91,0.71,0.823,172.0,62.5,81.94678653664764,Heavy (>70%),Critical (150-180°C)
1135,226.89,43.34,7.29,0.741,19.19,36.46,0.52,0.75,77.3,36.2,88.65579659111744,Heavy (>70%),Normal (<120°C)
1136,226.22,38.37,6.86,0.79,19.48,35.0,0.52,0.769,92.9,54.4,88.23477719131627,Medium (50-70%),Normal (<120°C)
1137,226.14,20.16,4.1,0.899,19.29,15.17,0.25,0.871,138.6,61.9,80.3637155197854,Light (<50%),High (120-150°C)
1138,228.8,4.95,1.0,0.883,19.06,62.58,0.85,0.71,40.7,85.2,80.0,Light (<50%),Normal (<120°C)
1139,229.58,12.6,2.2,0.762,19.31,20.86,0.29,0.718,36.0,65.8,80.41783178437299,Light (<50%),Normal (<120°C)
1140,227.74,51.81,10.37,0.879,19.14,72.7,1.03,0.739,150.3,24.7,80.0,Heavy (>70%),Critical (150-180°C)
1141,227.31,41.85,8.04,0.845,19.09,83.89,1.2,0.749,28.5,79.9,87.6535292387345,Heavy (>70%),Normal (<120°C)
1142,225.28,7.42,1.19,0.71,19.09,11.91,0.2,0.872,171.3,60.2,80.0,Light (<50%),Critical (150-180°C)
1143,226.24,35.21,6.78,0.851,19.04,33.97,0.45,0.7,106.7,75.9,84.7316953854738,Medium (50-70%),Normal (<120°C)
1144,227.63,52.92,10.71,0.889,19.21,54.5,0.88,0.844,156.6,72.6,80.0,Heavy (>70%),Critical (150-180°C)
1145,229.02,11.38,2.14,0.82,19.22,26.86,0.42,0.821,98.3,46.3,80.0,Light (<50%),Normal (<120°C)
1146,227.18,35.11,5.81,0.729,19.52,71.15,1.18,0.85,139.3,41.1,80.0,Medium (50-70%),High (120-150°C)
1147,227.43,25.65,4.63,0.793,19.53,41.7,0.64,0.783,35.9,86.3,80.0,Light (<50%),Normal (<120°C)
1148,227.33,21.26,4.02,0.831,19.26,53.84,0.8,0.771,115.7,53.4,81.99744729931919,Light (<50%),Normal (<120°C)
1149,225.97,50.71,8.4,0.733,19.6,13.13,0.22,0.842,73.6,21.7,80.66023616196307,Heavy (>70%),Normal (<120°C)
1150,228.99,25.32,4.78,0.824,19.17,4.58,0.07,0.803,48.3,50.7,80.0,Light (<50%),Normal (<120°C)
1151,228.64,31.15,5.08,0.713,19.58,83.97,1.28,0.776,141.3,50.8,83.00498444489392,Medium (50-70%),High (120-150°C)
1152,225.47,21.11,3.71,0.779,19.03,27.26,0.46,0.891,60.6,59.9,80.0,Light (<50%),Normal (<120°C)
1153,226.28,50.38,7.98,0.7,19.04,77.3,1.11,0.753,110.5,24.6,83.09044669883482,Heavy (>70%),Normal (<120°C)
1154,225.4,25.28,5.01,0.88,19.37,88.15,1.49,0.87,192.3,38.1,80.0,Light (<50%),Emergency (>180°C)
1155,228.32,28.97,5.52,0.834,19.5,53.08,0.87,0.837,166.5,74.5,80.0,Medium (50-70%),Critical (150-180°C)
1156,229.7,16.53,3.4,0.895,19.59,4.62,0.07,0.818,165.7,38.0,80.0,Light (<50%),Critical (150-180°C)
1157,229.78,25.54,4.29,0.731,19.06,48.8,0.72,0.773,155.5,49.4,80.0,Light (<50%),Critical (150-180°C)
1158,229.64,3.65,0.64,0.763,19.53,39.21,0.66,0.863,53.6,53.1,80.0,Light (<50%),Normal (<120°C)
1159,229.4,27.05,5.54,0.892,19.35,36.48,0.61,0.87,76.6,62.7,80.0,Light (<50%),Normal (<120°C)
1160,225.41,4.52,0.88,0.859,19.01,48.63,0.74,0.799,43.0,87.9,80.0,Light (<50%),Normal (<120°C)
1161,225.89,7.34,1.49,0.897,19.22,61.71,1.03,0.865,88.8,60.0,80.0,Light (<50%),Normal (<120°C)
1162,227.91,54.35,10.19,0.823,19.49,17.3,0.25,0.734,94.6,89.5,80.0,Heavy (>70%),Normal (<120°C)
1163,229.16,15.64,2.56,0.713,19.36,23.4,0.38,0.829,148.1,26.7,80.0,Light (<50%),High (120-150°C)
1164,228.33,38.22,7.52,0.862,19.22,45.8,0.67,0.759,149.1,48.1,85.3879782846478,Medium (50-70%),High (120-150°C)
1165,226.63,13.24,2.19,0.73,19.09,7.15,0.11,0.818,47.4,27.5,80.0,Light (<50%),Normal (<120°C)
1166,228.44,31.86,6.14,0.844,19.26,11.04,0.18,0.829,190.1,58.6,80.0,Medium (50-70%),Emergency (>180°C)
1167,225.17,8.61,1.43,0.738,19.04,2.82,0.05,0.871,70.6,33.1,80.0,Light (<50%),Normal (<120°C)
1168,226.62,7.31,1.27,0.765,19.58,38.01,0.57,0.763,185.4,59.7,80.0,Light (<50%),Emergency (>180°C)
1169,227.08,26.78,5.46,0.898,19.09,79.58,1.14,0.748,131.5,87.0,80.0,Light (<50%),High (120-150°C)
1170,228.16,39.13,7.68,0.86,19.22,0.25,0.0,0.797,169.6,55.1,80.0196363919389,Heavy (>70%),Critical (150-180°C)
1171,227.52,29.2,5.83,0.878,19.6,55.12,0.89,0.822,102.2,86.5,85.59136954300538,Medium (50-70%),Normal (<120°C)
1172,227.69,41.57,6.71,0.709,19.2,36.66,0.58,0.825,164.0,53.2,84.86628137406478,Heavy (>70%),Critical (150-180°C)
1173,226.15,17.33,3.21,0.818,19.27,27.03,0.43,0.83,33.7,36.1,81.33222845500455,Light (<50%),Normal (<120°C)
1174,225.2,52.36,9.32,0.79,19.24,38.7,0.66,0.892,165.8,39.2,80.0,Heavy (>70%),Critical (150-180°C)
1175,229.76,43.7,8.31,0.828,19.18,54.02,0.74,0.71,198.1,34.9,80.0,Heavy (>70%),Emergency (>180°C)
1176,229.95,30.84,5.43,0.766,19.33,18.02,0.29,0.837,40.8,65.3,85.64823074186631,Medium (50-70%),Normal (<120°C)
1177,226.29,36.16,6.82,0.834,19.25,81.54,1.16,0.741,55.4,26.8,89.30604200360975,Medium (50-70%),Normal (<120°C)
1178,225.34,54.05,10.66,0.875,19.51,0.3,0.0,0.748,161.7,75.6,80.0,Heavy (>70%),Critical (150-180°C)
1179,225.61,42.13,8.14,0.856,19.28,10.99,0.18,0.834,75.1,25.8,88.1579004835778,Heavy (>70%),Normal (<120°C)
1180,229.72,39.89,8.08,0.882,19.37,87.25,1.44,0.853,198.6,31.4,80.0,Heavy (>70%),Emergency (>180°C)
1181,229.96,41.65,7.37,0.77,19.2,35.04,0.57,0.851,44.9,55.9,88.84246769912743,Heavy (>70%),Normal (<120°C)
1182,228.87,41.13,6.71,0.713,19.6,20.41,0.33,0.831,184.9,54.6,80.0,Heavy (>70%),Emergency (>180°C)
1183,225.21,24.91,3.93,0.701,19.21,88.89,1.51,0.887,139.2,49.1,80.0,Light (<50%),High (120-150°C)
1184,229.22,32.71,6.09,0.812,19.07,12.22,0.19,0.799,199.3,70.8,80.0,Medium (50-70%),Emergency (>180°C)
1185,226.59,17.16,3.36,0.864,19.18,77.28,1.05,0.711,78.9,87.5,80.0,Light (<50%),Normal (<120°C)
1186,226.7,22.66,3.67,0.715,19.32,6.76,0.1,0.762,78.9,21.6,82.61851465472783,Light (<50%),Normal (<120°C)
1187,229.66,33.16,6.63,0.87,19.22,8.56,0.12,0.753,84.7,82.2,81.79455813726213,Medium (50-70%),Normal (<120°C)
1188,226.38,46.28,8.49,0.81,19.32,77.33,1.29,0.862,122.0,60.4,84.62263817892453,Heavy (>70%),High (120-150°C)
1189,229.48,41.38,6.72,0.708,19.55,37.82,0.62,0.832,73.5,23.6,85.72048608864999,Heavy (>70%),Normal (<120°C)
1190,227.38,25.81,4.53,0.772,19.33,23.79,0.38,0.818,124.1,75.6,80.0,Light (<50%),High (120-150°C)
1191,229.33,34.7,5.59,0.703,19.13,63.73,0.89,0.734,192.6,80.5,80.0,Medium (50-70%),Emergency (>180°C)
1192,226.37,43.71,8.46,0.855,19.11,49.28,0.67,0.712,63.5,66.7,85.68356178016337,Heavy (>70%),Normal (<120°C)
1193,227.95,50.09,8.65,0.758,19.15,77.05,1.07,0.725,99.7,65.4,81.5234948161271,Heavy (>70%),Normal (<120°C)
1194,226.26,7.05,1.18,0.737,19.38,10.8,0.17,0.834,49.9,22.8,83.28220450598118,Light (<50%),Normal (<120°C)
1195,225.66,12.0,2.42,0.892,19.34,58.67,0.96,0.843,170.6,21.0,80.0,Light (<50%),Critical (150-180°C)
1196,228.93,47.78,8.37,0.765,19.25,59.36,0.96,0.836,103.7,34.1,83.8798532229481,Heavy (>70%),Normal (<120°C)
1197,229.29,36.43,6.67,0.798,19.57,39.37,0.58,0.75,102.0,31.1,89.6628459869863,Medium (50-70%),Normal (<120°C)
1198,226.02,6.07,1.04,0.757,19.17,15.94,0.26,0.854,108.9,73.4,80.0,Light (<50%),Normal (<120°C)
1199,226.0,47.51,9.32,0.868,19.58,24.27,0.38,0.796,102.8,29.3,85.95947935317119,Heavy (>70%),Normal (<120°C)
1200,227.76,35.3,5.86,0.729,19.16,33.38,0.48,0.751,44.1,80.3,81.05890332208178,Medium (50-70%),Normal (<120°C)
1201,229.79,5.89,1.19,0.88,19.15,21.99,0.38,0.892,188.1,79.9,80.0,Light (<50%),Emergency (>180°C)
1202,229.89,0.19,0.04,0.892,19.2,62.07,0.97,0.811,125.3,20.1,80.0,Light (<50%),High (120-150°C)
1203,226.26,44.25,8.18,0.817,19.38,60.29,1.04,0.892,124.8,45.0,85.5741451675997,Heavy (>70%),High (120-150°C)
1204,229.29,19.63,3.83,0.852,19.32,44.38,0.67,0.786,124.3,68.3,80.0,Light (<50%),High (120-150°C)
1205,226.02,22.68,4.61,0.899,19.04,61.29,1.04,0.895,103.3,29.5,80.0,Light (<50%),Normal (<120°C)
1206,229.59,22.5,4.64,0.898,19.39,80.08,1.36,0.879,43.2,84.6,80.0,Light (<50%),Normal (<120°C)
1207,228.73,51.6,8.83,0.748,19.29,24.94,0.35,0.733,158.0,71.0,80.0,Heavy (>70%),Critical (150-180°C)
1208,229.44,5.51,1.01,0.801,19.14,51.81,0.69,0.7,147.5,85.4,80.0,Light (<50%),High (120-150°C)
1209,229.9,31.44,6.02,0.833,19.12,74.01,1.06,0.747,34.8,32.6,84.23382547784584,Medium (50-70%),Normal (<120°C)
1210,227.25,34.03,5.46,0.706,19.44,65.17,0.98,0.773,157.9,73.3,80.0,Medium (50-70%),Critical (150-180°C)
1211,225.8,20.79,3.45,0.734,19.02,15.76,0.26,0.869,99.7,25.9,80.0,Light (<50%),Normal (<120°C)
1212,228.5,9.14,1.76,0.843,19.43,79.54,1.25,0.806,182.9,61.4,80.0,Light (<50%),Emergency (>180°C)
1213,229.14,32.68,6.23,0.832,19.13,40.42,0.57,0.734,171.7,51.2,80.0,Medium (50-70%),Critical (150-180°C)
1214,229.18,10.79,1.88,0.759,19.46,41.84,0.58,0.718,127.6,75.8,80.0,Light (<50%),High (120-150°C)
1215,229.29,30.8,5.5,0.779,19.39,64.12,1.07,0.863,36.1,32.6,85.67227451566791,Medium (50-70%),Normal (<120°C)
1216,229.29,29.9,4.9,0.715,19.32,7.52,0.12,0.805,43.2,38.3,85.08152506225359,Medium (50-70%),Normal (<120°C)
1217,229.19,7.68,1.51,0.858,19.42,8.04,0.11,0.73,103.5,49.5,80.0,Light (<50%),Normal (<120°C)
1218,228.41,54.6,9.58,0.768,19.02,1.04,0.01,0.705,142.0,21.7,80.16267556806352,Heavy (>70%),High (120-150°C)
1219,229.04,32.22,5.29,0.717,19.11,85.78,1.18,0.72,162.6,57.7,80.0,Medium (50-70%),Critical (150-180°C)
1220,228.6,54.36,9.48,0.763,19.4,71.52,1.11,0.801,77.1,40.4,81.27443070180084,Heavy (>70%),Normal (<120°C)
1221,227.7,15.8,2.89,0.804,19.46,13.55,0.23,0.865,77.0,63.5,80.0,Light (<50%),Normal (<120°C)
1222,225.13,32.96,5.2,0.701,19.16,22.11,0.33,0.769,86.1,45.3,84.74900452083966,Medium (50-70%),Normal (<120°C)
1223,226.18,8.21,1.4,0.754,19.14,28.95,0.46,0.832,90.4,77.5,80.08286432503259,Light (<50%),Normal (<120°C)
1224,228.13,2.92,0.49,0.742,19.25,77.04,1.2,0.812,133.9,75.1,80.0,Light (<50%),High (120-150°C)
1225,229.62,10.16,1.66,0.713,19.16,4.23,0.06,0.724,94.8,78.4,80.0,Light (<50%),Normal (<120°C)
1226,228.13,14.23,2.83,0.871,19.11,85.36,1.3,0.8,188.0,56.1,80.0,Light (<50%),Emergency (>180°C)
1227,226.34,8.52,1.37,0.713,19.42,55.72,0.82,0.759,56.6,60.0,80.0,Light (<50%),Normal (<120°C)
1228,226.21,23.09,4.4,0.843,19.22,65.27,1.01,0.806,64.0,41.7,81.59611075230353,Light (<50%),Normal (<120°C)
1229,226.46,54.02,9.52,0.778,19.21,67.53,1.11,0.852,176.9,23.0,80.0,Heavy (>70%),Critical (150-180°C)
1230,228.42,16.16,3.29,0.892,19.55,2.09,0.03,0.717,92.3,48.8,80.0,Light (<50%),Normal (<120°C)
1231,227.53,50.49,9.81,0.854,19.44,33.15,0.52,0.811,113.7,32.5,85.32704809211408,Heavy (>70%),Normal (<120°C)
1232,229.16,3.38,0.65,0.838,19.02,61.81,0.84,0.712,174.6,36.7,80.0,Light (<50%),Critical (150-180°C)
1233,229.14,14.17,2.48,0.763,19.43,35.52,0.51,0.744,51.5,27.2,80.0,Light (<50%),Normal (<120°C)
1234,228.94,29.94,5.63,0.821,19.12,53.4,0.84,0.826,61.3,35.2,85.567148327678,Medium (50-70%),Normal (<120°C)
1235,229.27,39.78,8.13,0.891,19.55,55.07,0.86,0.801,158.2,42.9,80.3615924884136,Heavy (>70%),Critical (150-180°C)
